rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,lastName,firstName,country_cpi,country_gdp,country_population,country_lat,country_long
1647,1.8,Healthcare,Gary Michelson,74.0,United States,Los Angeles,Medical patents,Healthcare,United States,True,M,1/14/1949 0:00,Michelson,Gary,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Technology,Robert G. Miller,77.0,Canada,Montreal,Electronics components,Technology,Canada,True,M,7/3/1945 0:00,Miller,Robert G.,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
1647,1.8,Real Estate,David Mindus,51.0,Sweden,Stockholm,Real estate,Real Estate,Sweden,True,M,1/26/1972 0:00,Mindus,David,110.51,"$530,832,908,738 ",10285453.0,60.128161,18.643501
1647,1.8,Technology,Adriaan Mol,39.0,Netherlands,Amsterdam,Fintech,Technology,Netherlands,True,M,3/14/1984 0:00,Mol,Adriaan,115.91,"$909,070,395,161 ",17332850.0,52.132633,5.291266
1647,1.8,Real Estate,Mofatraj Munot,78.0,India,Mumbai,Real estate,Real Estate,India,True,M,10/4/1944 0:00,Munot,Mofatraj,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1647,1.8,Finance & Investments,Ezra Nahmad,77.0,Monaco,Monte Carlo,Art,Finance & Investments,Monaco,False,M,7/31/1945 0:00,Nahmad,Ezra,,"$7,184,844,193 ",38964.0,43.7384176,7.4246158
1647,1.8,Manufacturing,Satyanarayan Nuwal,70.0,India,Nagpur,Industrial explosives,Manufacturing,India,True,M,7/25/1952 0:00,Nuwal,Satyanarayan,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1647,1.8,Food & Beverage,Maike Oberwelland-Height,,Germany,,Candy,Food & Beverage,Germany,False,F,,Oberwelland-Height,Maike,,,,51.165691,10.451526
1647,1.8,Diversified,Nihat Ozdemir,72.0,Turkey,Ankara,Diversified,Diversified,Turkey,True,M,4/5/1950 0:00,Ozdemir,Nihat,234.44,"$754,411,708,203 ",83429615.0,38.963745,35.243322
1647,1.8,Technology,Benjamin Zhengmin Pan & family,53.0,China,Shenzhen,Electronics,Technology,China,True,M,12/1/1969 0:00,Pan,Benjamin Zhengmin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1647,1.8,Media & Entertainment,Pierre Karl Péladeau,61.0,Canada,Montreal,Media,Media & Entertainment,Canada,False,M,10/16/1961 0:00,Péladeau,Pierre Karl,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
1647,1.8,Finance & Investments,Ronald Perelman,80.0,United States,New York,Leveraged buyouts,Finance & Investments,United States,True,M,1/1/1943 0:00,Perelman,Ronald,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Technology,Olivier Pomel,46.0,United States,New York,Cloud computing,Technology,France,True,M,3/26/1977 0:00,Pomel,Olivier,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Media & Entertainment,Krit Ratanarak,76.0,Thailand,Bangkok,"Media, real estate",Media & Entertainment,Thailand,False,M,4/19/1946 0:00,Ratanarak,Krit,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541
1647,1.8,Manufacturing,Vinod Saraf,70.0,India,Mumbai,Chemicals,Manufacturing,India,True,M,6/16/1952 0:00,Saraf,Vinod,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1647,1.8,Technology,Karin Schick,,Germany,Gaildorf,Information technology,Technology,Germany,False,F,,Schick,Karin,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
1647,1.8,Metals & Mining,Anatoly Sedykh,58.0,Russia,Moscow,Steel pipes,Metals & Mining,Russia,True,M,11/28/1964 0:00,Sedykh,Anatoly,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
1647,1.8,Food & Beverage,Genhuo Shao,57.0,China,Beijing,Agribusiness,Food & Beverage,China,True,M,7/29/1965 0:00,Shao,Genhuo,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1647,1.8,Energy,Shen Xiqiang & family,75.0,China,Yixing,Chemical,Energy,China,True,M,3/2/1948 0:00,Shen,Xiqiang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1647,1.8,Technology,S.D. Shibulal,68.0,India,Bangalore,Software services,Technology,India,True,M,3/1/1955 0:00,Shibulal,S.D.,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1647,1.8,Fashion & Retail,Suh Kyung-bae,60.0,South Korea,Seoul,Cosmetics,Fashion & Retail,South Korea,False,M,1/14/1963 0:00,Suh,Kyung-bae,115.16,"$2,029,000,000,000 ",51709098.0,35.907757,127.766922
1647,1.8,Food & Beverage,Bambang Sutantio,64.0,Indonesia,,Dairy & consumer products,Food & Beverage,Indonesia,True,M,12/26/1958 0:00,Sutantio,Bambang,151.18,"$1,119,190,780,753 ",270203917.0,-0.789275,113.921327
1647,1.8,Manufacturing,Sze Man Bok,73.0,China,Jinjiang,Hygiene products,Manufacturing,China,True,M,1/1/1950 0:00,Sze,Man Bok,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1647,1.8,Logistics,Jim Thompson,83.0,Hong Kong,Hong Kong,Logistics,Logistics,United States,True,M,1/14/1940 0:00,Thompson,Jim,,,,,
1647,1.8,Manufacturing,Tran Dinh Long,62.0,Vietnam,Hanoi,Steel,Manufacturing,Vietnam,True,M,1/1/1961 0:00,Tran Dinh,Long,163.52,"$261,921,244,843 ",96462106.0,14.058324,108.277199
1647,1.8,Technology,Alan Trefler,67.0,United States,Brookline,Software,Technology,United States,True,M,3/10/1956 0:00,Trefler,Alan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Finance & Investments,Riaz Valani,46.0,United States,Malibu,E-cigarettes,Finance & Investments,United States,True,M,9/1/1976 0:00,Valani,Riaz,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Technology,Pieter van der Does,53.0,Netherlands,Amsterdam,Payments software,Technology,Netherlands,True,M,5/1/1969 0:00,van der Does,Pieter,115.91,"$909,070,395,161 ",17332850.0,52.132633,5.291266
1647,1.8,Manufacturing,Martin Viessmann,69.0,Germany,Allendorf,Heating and cooling equipment,Manufacturing,Germany,False,M,10/10/1953 0:00,Viessmann,Martin,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
1647,1.8,Technology,Nikil Viswanathan,35.0,United States,San Francisco,Blockchain technology,Technology,United States,True,M,10/16/1987 0:00,Viswanathan,Nikil,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Media & Entertainment,Todd Wagner,62.0,United States,Dallas,Online media,Media & Entertainment,United States,True,M,8/2/1960 0:00,Wagner,Todd,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Technology,Evan Williams,51.0,United States,San Francisco,Twitter,Technology,United States,True,M,3/31/1972 0:00,Williams,Evan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Metals & Mining,Kie Chie Wong,75.0,Australia,Sydney,Investments,Metals & Mining,Malaysia,False,M,4/4/1948 0:00,Wong,Kie Chie,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
1647,1.8,Finance & Investments,Thomas Wu,72.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,M,4/11/1950 0:00,Wu,Thomas,,,,,
1647,1.8,Energy,Wu Yingming,56.0,China,Ningde,Batteries,Energy,China,True,M,1/1/1967 0:00,Wu,Yingming,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1647,1.8,Healthcare,Amy Wyss,52.0,United States,Wilson,Medical equipment,Healthcare,United States,False,F,1/1/1971 0:00,Wyss,Amy,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Real Estate,Yan Zhi,50.0,China,Wuhan,Real estate,Real Estate,China,True,M,7/1/1972 0:00,Yan,Zhi,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1647,1.8,Fashion & Retail,Yoshiaki Yoshida,82.0,Japan,,cosmetics,Fashion & Retail,Japan,True,M,1/31/1941 0:00,Yoshida,Yoshiaki,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924
1647,1.8,Manufacturing,Alan Zekelman,60.0,United States,Bloomfield Hills,Steel,Manufacturing,Canada,False,M,10/1/1962 0:00,Zekelman,Alan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Real Estate,Zhang Li,70.0,China,Guangzhou,Real estate,Real Estate,China,True,M,1/1/1953 0:00,Zhang,Li,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1725,1.7,Sports,Amy Adams Strunk,67.0,United States,Nashville,Tennessee Titans,Sports,United States,False,F,9/29/1955 0:00,Adams Strunk,Amy,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Finance & Investments,Marc Andreessen,51.0,United States,Atherton,Venture capital investing,Finance & Investments,United States,True,M,7/9/1971 0:00,Andreessen,Marc,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Metals & Mining,Giovanni Arvedi,85.0,Italy,Cremona,Steel,Metals & Mining,Italy,True,M,8/28/1937 0:00,Arvedi,Giovanni,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
1725,1.7,Real Estate,Lesley Bamberger,57.0,Netherlands,Amsterdam,Real estate,Real Estate,Netherlands,False,M,6/3/1965 0:00,Bamberger,Lesley,115.91,"$909,070,395,161 ",17332850.0,52.132633,5.291266
1725,1.7,Media & Entertainment,Bang Si-hyuk,50.0,South Korea,Seoul,Entertainment,Media & Entertainment,South Korea,True,M,8/9/1972 0:00,Bang,Si-hyuk,115.16,"$2,029,000,000,000 ",51709098.0,35.907757,127.766922
1725,1.7,Finance & Investments,David Booth,77.0,United States,Austin,Mutual funds,Finance & Investments,United States,True,M,1/1/1946 0:00,Booth,David,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Technology,Jim Breyer,61.0,United States,Austin,Venture capital,Technology,United States,True,M,7/26/1961 0:00,Breyer,Jim,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Manufacturing,Chen Kaichen,,China,Guangzhou,Household chemicals,Manufacturing,China,True,M,,Chen,Kaichen,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1725,1.7,Manufacturing,Kommer Damen,79.0,Netherlands,Gorinchem,Shipbuilding,Manufacturing,Netherlands,False,M,3/30/1944 0:00,Damen,Kommer,115.91,"$909,070,395,161 ",17332850.0,52.132633,5.291266
1725,1.7,Food & Beverage,Carl DeSantis,83.0,United States,Delray Beach,Energy drink,Food & Beverage,United States,True,M,7/19/1939 0:00,DeSantis,Carl,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Finance & Investments,Marek Dospiva,53.0,Czech Republic,Prague,Investments,Finance & Investments,Czech Republic,True,M,7/18/1969 0:00,Dospiva,Marek,116.48,"$246,489,245,495 ",10669709.0,49.817492,15.472962
1725,1.7,Healthcare,Keith Dunleavy & family,53.0,United States,Annapolis,Health IT,Healthcare,United States,True,M,6/25/1969 0:00,Dunleavy,Keith,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Finance & Investments,John Elkann,47.0,Italy,Turin,"FIAT, investments",Finance & Investments,Italy,False,M,1/4/1976 0:00,Elkann,John,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
1725,1.7,Automotive,Francois Feuillet & family,74.0,France,Paris,"Motorhomes, RVs",Automotive,France,False,M,1/1/1949 0:00,Feuillet,Francois,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749
1725,1.7,Media & Entertainment,Yasuhiro Fukushima,75.0,Japan,Tokyo,Video games,Media & Entertainment,Japan,True,M,8/18/1947 0:00,Fukushima,Yasuhiro,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924
1725,1.7,Finance & Investments,Mario Gabelli,81.0,United States,Greenwich,Money management,Finance & Investments,United States,True,M,3/31/1942 0:00,Gabelli,Mario,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Finance & Investments,Rolf Gerling,68.0,Switzerland,Zurich,Insurance,Finance & Investments,Germany,False,M,12/15/1954 0:00,Gerling,Rolf,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
1725,1.7,Real Estate,John Goff,67.0,United States,Fort Worth,Real estate,Real Estate,United States,True,M,8/26/1955 0:00,Goff,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Fashion & Retail,Alexandre Grendene Bartelle,73.0,Brazil,Porto Alegre,Shoes,Fashion & Retail,Brazil,True,M,1/23/1950 0:00,Grendene Bartelle,Alexandre,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
1725,1.7,Fashion & Retail,Gerry Harvey,83.0,Australia,Sydney,Retail,Fashion & Retail,Australia,True,M,9/18/1939 0:00,Harvey,Gerry,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
1725,1.7,Technology,He Zhaoxi,49.0,China,Shenzhen,Software,Technology,China,True,M,1/1/1974 0:00,He,Zhaoxi,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1725,1.7,Real Estate,William Heinecke,73.0,Thailand,Bangkok,Hotels,Real Estate,Thailand,True,M,6/4/1949 0:00,Heinecke,William,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541
1725,1.7,Finance & Investments,Jay Hennick,66.0,Canada,Toronto,Real estate finance,Finance & Investments,Canada,True,M,1/20/1957 0:00,Hennick,Jay,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
1725,1.7,Manufacturing,Ilkka Herlin,64.0,Finland,Helsinki,"Elevators, escalators",Manufacturing,Finland,False,M,1/1/1959 0:00,Herlin,Ilkka,112.33,"$268,761,201,365 ",5520314.0,61.92411,25.748151
1725,1.7,Real Estate,Asok Kumar Hiranandani,68.0,Singapore,Singapore,Real estate,Real Estate,Singapore,False,M,11/28/1954 0:00,Hiranandani,Asok Kumar,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
1725,1.7,Finance & Investments,Hal Jackman,90.0,Canada,Toronto,"Insurance, investments",Finance & Investments,Canada,True,M,6/10/1932 0:00,Jackman,Hal,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
1725,1.7,Manufacturing,Pavan Jain,71.0,India,Delhi,Chemicals,Manufacturing,India,False,M,5/17/1951 0:00,Jain,Pavan,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1725,1.7,Real Estate,Keeree Kanjanapas,72.0,Thailand,Bangkok,Transportation,Real Estate,Thailand,True,M,10/18/1950 0:00,Kanjanapas,Keeree,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541
1725,1.7,Healthcare,Osman Kibar,52.0,United States,La Jolla,Biotech,Healthcare,United States,True,M,4/1/1971 0:00,Kibar,Osman,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Fashion & Retail,Kim Chang-soo,62.0,South Korea,Seoul,Apparel,Fashion & Retail,South Korea,True,M,4/1/1961 0:00,Kim,Chang-soo,115.16,"$2,029,000,000,000 ",51709098.0,35.907757,127.766922
1725,1.7,Media & Entertainment,Kim Jung-min,21.0,South Korea,,Online gaming,Media & Entertainment,South Korea,False,F,1/1/2002 0:00,Kim,Jung-min,,,,35.907757,127.766922
1725,1.7,Media & Entertainment,Kim Jung-youn,19.0,South Korea,,Online gaming,Media & Entertainment,South Korea,False,F,1/1/2004 0:00,Kim,Jung-youn,,,,35.907757,127.766922
1725,1.7,Fashion & Retail,Mustafa Kucuk,59.0,Turkey,Istanbul,Fashion retail,Fashion & Retail,Turkey,True,M,6/3/1963 0:00,Kucuk,Mustafa,234.44,"$754,411,708,203 ",83429615.0,38.963745,35.243322
1725,1.7,Real Estate,Christopher Kwok,37.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,M,4/1/1986 0:00,Kwok,Christopher,,,,,
1725,1.7,Real Estate,Edward Kwok,42.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,M,4/1/1981 0:00,Kwok,Edward,,,,,
1725,1.7,Logistics,Lai Jianfa,53.0,China,Shanghai,Express delivery,Logistics,China,True,M,,Lai,Jianfa,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1725,1.7,Diversified,Lau Cho Kun,87.0,Malaysia,"Tawau, Sabah","Palm oil, property",Diversified,Malaysia,False,M,1/10/1936 0:00,Lau,Cho Kun,121.46,"$364,701,517,788 ",32447385.0,4.210484,101.975766
1725,1.7,Technology,Alexis Lê-Quôc,48.0,United States,New York,Cloud computing,Technology,United States,True,M,11/14/1974 0:00,Lê-Quôc,Alexis,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Healthcare,Lei Jufang,70.0,China,Lanzhou,Pharmaceuticals,Healthcare,China,True,F,1/3/1953 0:00,Lei,Jufang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1725,1.7,Healthcare,James Leininger,78.0,United States,San Antonio,Medical products,Healthcare,United States,True,M,3/30/1945 0:00,Leininger,James,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Food & Beverage,Xuhui Li,54.0,China,Foshan,Soy sauce,Food & Beverage,China,True,F,6/15/1968 0:00,Li,Xuhui,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1725,1.7,Food & Beverage,Jimmy John Liautaud,59.0,United States,Key Largo,Sandwich chain,Food & Beverage,United States,True,M,1/12/1964 0:00,Liautaud,Jimmy John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Metals & Mining,Lin Lairong & family,54.0,China,Bayannur,Iron ore mining,Metals & Mining,China,True,M,8/9/1968 0:00,Lin,Lairong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1725,1.7,Technology,Lu Di,,China,Shenzhen,Drones,Technology,China,True,M,,Lu,Di,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1725,1.7,Technology,Palmer Luckey,30.0,United States,Newport Beach,Virtual reality,Technology,United States,True,M,9/19/1992 0:00,Luckey,Palmer,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Finance & Investments,Duncan MacMillan,85.0,United States,Princeton,Bloomberg LP,Finance & Investments,United States,True,M,12/17/1937 0:00,MacMillan,Duncan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Technology,Yusaku Maezawa,47.0,Japan,Chiba,Online retail,Technology,Japan,True,M,11/22/1975 0:00,Maezawa,Yusaku,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924
1725,1.7,Fashion & Retail,Ilson Mateus & family,60.0,Brazil,Sao Luis,Supermarkets,Fashion & Retail,Brazil,True,M,2/6/1963 0:00,Mateus,Ilson,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
1725,1.7,Manufacturing,Meng Qingshan & family,74.0,China,Langfang,Chemicals,Manufacturing,China,True,M,11/17/1948 0:00,Meng,Qingshan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1725,1.7,Fashion & Retail,Alberto Palatchi,73.0,Spain,Madrid,Wedding dresses,Fashion & Retail,Spain,True,M,6/26/1949 0:00,Palatchi,Alberto,110.96,"$1,394,116,310,769 ",47076781.0,40.463667,-3.74922
1725,1.7,Manufacturing,Mrudula Parekh,75.0,India,Mumbai,Adhesives,Manufacturing,India,False,F,1/1/1948 0:00,Parekh,Mrudula,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1725,1.7,Fashion & Retail,Dragos Paval,56.0,Romania,Bacau,Retail,Fashion & Retail,Romania,True,M,6/22/1966 0:00,Paval,Dragos,123.78,"$250,077,444,017 ",19356544.0,45.943161,24.96676
1725,1.7,Real Estate,Jorge Perez,73.0,United States,Miami,Real estate,Real Estate,United States,True,M,10/17/1949 0:00,Perez,Jorge,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Metals & Mining,Dmitry Pumpyansky,59.0,Russia,Moscow,Steel pipes,Metals & Mining,Russia,True,M,3/22/1964 0:00,Pumpyansky,Dmitry,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
1725,1.7,Healthcare,Jinsheng Ren & family,60.0,China,Nanjing,Pharmaceutical,Healthcare,China,True,M,1/1/1963 0:00,Ren,Jinsheng,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1725,1.7,Media & Entertainment,Brian Roberts,63.0,United States,Philadelphia,Comcast,Media & Entertainment,United States,False,M,6/28/1959 0:00,Roberts,Brian,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Food & Beverage,"Joe Rogers, Jr.",76.0,United States,Atlanta,Waffle House,Food & Beverage,United States,False,M,12/2/1946 0:00,Rogers,Joe,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Manufacturing,Ruan Shuilong & family,87.0,China,Shangyu,Chemicals,Manufacturing,China,True,M,12/1/1935 0:00,Ruan,Shuilong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1725,1.7,Real Estate,Paul Saville,67.0,United States,Palm Beach,Homebuilder,Real Estate,United States,True,M,12/14/1955 0:00,Saville,Paul,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Diversified,Ivan Savvidis & family,64.0,Russia,Rostov-on-Don,Agribusiness,Diversified,Russia,True,M,3/27/1959 0:00,Savvidis,Ivan,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
1725,1.7,Healthcare,Keiichi Shibahara,58.0,Japan,Tokyo,Healthcare,Healthcare,Japan,True,M,10/9/1964 0:00,Shibahara,Keiichi,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924
1725,1.7,Manufacturing,Rajju Shroff,89.0,India,Mumbai,Agrochemicals,Manufacturing,India,True,M,10/20/1933 0:00,Shroff,Rajju,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1725,1.7,Fashion & Retail,Sun Huaiqing & family,53.0,China,Guangzhou,Cosmetics,Fashion & Retail,China,True,M,10/2/1969 0:00,Sun,Huaiqing,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1725,1.7,Real Estate,Alain Taravella,75.0,France,Paris,Real estate development,Real Estate,France,True,M,1/1/1948 0:00,Taravella,Alain,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749
1725,1.7,Diversified,Jonathan Tisch,69.0,United States,New York,"Insurance, NFL team",Diversified,United States,False,M,12/7/1953 0:00,Tisch,Jonathan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Service,Kenneth Tuchman,63.0,United States,Denver,Call centers,Service,United States,True,M,10/23/1959 0:00,Tuchman,Kenneth,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1725,1.7,Manufacturing,Wang Chou-hsiong,82.0,Taiwan,Yunlin,Footwear,Manufacturing,Taiwan,True,M,1/1/1941 0:00,Wang,Chou-hsiong,,,,,
1725,1.7,Technology,Wang Minwen,59.0,China,Beijing,Semiconductor,Technology,China,True,M,11/1/1963 0:00,Wang,Minwen,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
